reviewId,userName,content,score,thumbsUpCount,appName,language
08ba9cd3-353d-4c0a-994e-b3ab8d688cf8,Amran Hossain,"From today onwards, those who don't want to make a compromise will have to pay a fine amount of ijin. I do not need to take my team with those who are sincere in their work. (Bd. - Harder measures against those who do not give a day's payment) Dich Sirs Assamualumum Date: 222/07/23 Sr.:Emran Hsantor Akram Akram *CON:01/00 Ctm: - 4/00 Kg S.",4,0,toffee,bn
276d2602-c710-4b1f-94d6-5cecdeecc9c0,Sushmoy Sarker,"gazi tv hd, channel 9, jamuna tv, star jalshad, ghalsha mves had, star gold had, b4u movales, star utsav, star moves had, hbo, soy espand, star ports 1/2/2 select allhad, nat jo hood, cartoron network, gan bangla nd, etc.",4,0,toffee,bn
b035ee45-b53c-4d5e-aff9-561d570fab40,Shakhawat Hossan,"Please add Place tv bangla, Dishney Hindi, Denisy XD, Discovery bangla channel.",5,0,toffee,bn
ce59e67c-0526-4b61-ab62-facf9346f71a,Zakaria islam,"Brother, this is a tsports nui...",5,0,toffee,bn
02ea6e3d-98c3-4830-99e2-8c3412dfc7fa,Mr gaming Ismail Imran,Nice Balo App,5,1,toffee,bn
117a4b1b-3869-4c65-b5a3-e30b9d2dfb8e,Jakia Mahmud1,"National Geographic Bangla, Discovery Bangala, Start movie, HBO add.",5,0,toffee,bn
f15e697b-6da7-4584-b447-68fc82b2d5d4,Hanjala Sheikh,Add Disney and Cartoon network channels to Toffe,5,0,toffee,bn
b0803ddb-78db-4ad7-8f8a-34a5787e8b09,Md Sakawat 09,Alp Arslan seson 2 tubbing,1,0,toffee,bn
0dfd03cf-8372-443a-9ea7-e5ee50e2cbcb,Sohagi Akter,"Pelasse Here Hungama, Pogo Cartoon Channel",1,0,toffee,bn
9a45f2e2-ddee-4762-afd9-0ccc79943ca3,Hasibul Pintu,"""""""I'm satisfied with Nikklodiannick, sonic, so I want HBO, STAR MOVIES, STERLD, Jalsa Movies, National Geography Chanel.""""""",5,1,toffee,bn
087957f2-2296-4222-9a55-174a79796f23,Ayesha MAS,Very gd apk:kherty_suit::,5,0,toffee,bn
cc824885-9cd7-4f2f-b1dc-658abc1b45a3,Md mahmudul Hasan,"""""""ILO Mimi I'm oj. Home is home.""""""",5,0,toffee,bn
9c48ef0a-aaaf-460c-81be-61e6ed08d8a1,Md polash,"""""""Brother.""""""",4,0,toffee,bn
e29f3e82-e327-4247-a5fd-6741586dea16,A Google user,"Star jalsh, jalsa movie, Star Gold, Class TV, Nickelodeon TV",5,0,toffee,bn
27c024df-bcce-455f-b4b7-8ecc07fe8e33,dm mou,There are no tv channels here,1,0,toffee,bn
0971295c-ad88-4d24-ac35-785e6efd6b7c,Mahedi Hasan,colors Bengali tv luve,5,0,toffee,bn
1b0d17bd-55ab-4f97-9acb-9b5340ca477d,Free Fire,How can I do it?,5,0,toffee,bn
8a556bc9-f4f7-4f7a-846b-3b420efd68f6,Sahidul Islam,#cricketnews #bangladeshcraket #possi7 #ref_hosain #mosaddekhosin #bengalsports,1,0,toffee,bn
a67d447d-1039-41ac-8655-84e211de8bc0,Md Hasan,Star jalsa Sania at,5,0,toffee,bn
94a99fea-b2e9-46af-bc24-c6c90954a595,Siraj Md,Assembly's Assam's S2.,5,0,toffee,bn
aa65a04a-d50e-4d3f-a234-d34c2da6ae0b,Rohis Mia,"C6,%, :ewe:: white_small_scuree::pee:dv,",3,0,toffee,bn
155a1061-a109-41bc-9693-d806582a2a17,pancho,A+J sky,5,0,toffee,bn
b77ed769-c9b1-416b-a648-a45254d0a0e1,Md Sujon,".kl located d l l lol.,",2,0,toffee,bn
f7ba348a-bd5d-452c-a315-ae2b0501e484,MD Talimul,"""""""Enter 10 Bangla, star jalsa, coulers bangla, gtv"""".""",3,0,toffee,bn
d362a23e-c42e-4be0-9c6a-7f5bd0421962,SATATA PARVIN,Bring Star jalsa please.,2,0,toffee,bn
4359900a-2873-4c98-9ee6-b9a744bbcfae,mosharof hossain Mujamdar,Why not not T-PORT or BT V?,1,0,toffee,bn
3d288774-d25a-409f-841b-76ff3ad00429,জটিল পোলা,"Pj uz masranga tv, superstard",5,0,toffee,bn
f954dbd2-5836-4c86-9b3d-1f4195e0a448,Sheikh Swapnil,When will the Kurulus Osman 2nd Season arrive?,5,0,toffee,bn
51b23f4d-7be9-4f19-8ccb-1003505d7690,DIPTO SARKER,"HANGAMA, STAR JALSHA These are:",2,0,toffee,bn
891c18f3-aedf-4eec-a383-b2251e5b8c57,Md. Hasibul Islam Shanto,Star Jalsha r star movi ad kurn sir,5,0,toffee,bn
e539a735-5658-474f-bc10-c409e5380b7e,SAIFUL ISLAM,Ngcvgv mush uz.,3,0,toffee,bn
90868f44-a061-4ee2-b5a7-38cd98d1dd87,Majharul Haque,Jalsa movi pjzz,4,0,toffee,bn
73bc6e95-6996-4217-aefc-1bd91cdc79d3,Monisha Ray,no thesame,1,0,toffee,bn
1695a0e9-e280-4bc6-830f-58ad7a419d98,Md Rakib,vcc GG dv be we d b bbv X s MVDC e,4,0,toffee,bn
844e196b-2c99-4777-8a9a-a2688346f6ab,Asma Akter Ochin,I didn't ask your tofi subscheme to see Ed with my pocket.,1,0,toffee,bn
08598cb7-7111-438b-8862-aea618b47379,Zihad Hossain,I bought the 7-day Asia Cup package.,1,0,toffee,bn
eb3113e6-785e-4b73-8bb0-2030b78e1d14,Abdur Razzaque,"""""""Thanks Tooffe for solving my subscriber's problem, but for a moment, Bangladesh lost the match to the room.""""""",5,0,toffee,bn
54e029f8-c24a-457c-a954-814ad8b1ae1e,Shawon 2.0,You are a thief.,1,0,toffee,bn
4e4d543e-4ba7-4d2c-909f-06deeb7dabd7,MD Jobayer Hosen,The app is beautiful but it would have been better to download it.,3,0,toffee,bn
407966f5-9f81-4223-a554-b7eef7aba224,Anis Ahmed,"The Aspect Ratio cannot be changed, making it impossible to watch the video on All Smartphone.",1,0,toffee,bn
4772620e-dc88-4640-9d86-a3e032343761,Mahdi Hasan,"""""""I bought a live game, but the money was not paid.""""""",1,0,toffee,bn
c671d1fd-e0db-4a99-b90d-741381dfc3fa,Md Alamin,"""""""Khanki's worms knew GTB and gave it to him, and he didn't need it.""""""",1,0,toffee,bn
a251ed6c-a3b7-4638-a9d3-189fb6a14173,Hawlader J5,I think it's a good rap.,5,0,toffee,bn
7abca900-05f9-48a1-abc0-e73846bc5f48,Md. Tohidul Alam,"""""""Now there has been a lot of updates since the previous negative reviews.""""""",4,0,toffee,bn
0cf9f599-c49a-4a52-ab37-aff49f2a997a,Ahmed Foysal,"Bad, bad, there is no optimization.",2,0,toffee,bn
27b2fd1e-7e63-425c-a43e-1c8c0a2ca400,Mahadi Hasan,Not good. We need to recharge.,1,0,toffee,bn
47817112-067d-4798-9c8e-7b20582d87dd,BEST choices,There is no work going on since 11pm yesterday.,1,0,toffee,bn
9cd5c349-67f7-4643-8652-558da7b24c1b,Anayet kobir Likhon,No one will buy the pecage even if someone runs the bengal for free.,1,0,toffee,bn
9ecc7dbe-399c-42a3-8834-9b0e49a3926d,Raihan Hossain,I can't watch the game.,1,0,toffee,bn
cbcec0e4-d0a6-430a-8f0b-52d370e652b1,Mehrub Al Hasan,"""""""You have cut the money for the Asia Cup, but there is no technical problem, no refund.""""""",1,0,toffee,bn
d8757e39-4453-4eaf-a4f6-80a1c10184d2,Md Jibon Khan,A good Apps,5,0,toffee,bn
0bda34bd-6720-49ed-826d-ae5e18da79e0,md Nuralam,Astonelpeetzhetto to Trent,4,0,toffee,bn
240c573f-6d9f-46b0-baeb-e8d2369f490a,hm mizan,"""""""I've paid the money twice to watch the game, but I didn't have the money to see the bat game twice, is it not a kind of cheating?""""""",1,0,toffee,bn
6ca06892-9f82-444c-b1b7-f6a51850d558,inactive boy,"I paid 20 rupees to watch the Asia Cup, but I went in and asked him to pay again. What's the fucking app?",1,0,toffee,bn
7d3ab2ea-97bc-478b-b3e2-bf153021c530,SY Radoan,"Extremely stupid,",1,0,toffee,bn
8e3b0d89-010a-433f-b5dc-c79c4579eb88,Indian Masti,"I can't see the Great Seljuk in Tofy! Even if I'm looking for Alp Arslan, I don't really understand it.",1,0,toffee,bn
1881f11e-097d-42e9-ae0a-0d0a34cbb7a3,Toha Chowdhury,I love playing but I need a lot of channel,5,0,toffee,bn
869db808-1975-4792-a566-230188467dfe,Dr. Muhammad Muhidul Islam,"When Android TV is shut down, you log out from the app. You need to log in again. Please fix this bug. The device Mi TV Sprint (1st Gen)",1,0,toffee,bn
16c1bbb2-32b9-4cdc-81fb-32275ed881c2,Md Munna Babu,What news?,5,0,toffee,bn
c601bef9-5231-4343-b66c-da3eb5143419,Md Jahirkhan,Damn app,1,0,toffee,bn
1a7e005b-f9ff-43c6-9d9b-691aa2d1bf26,Rabbi Hossain,"""""""After I subscribed 2 times in the last Bangladesh vs Sri Lanka match, my subscriber failed, but I cut my money from my development two times... today I also subscribed to Bangladesh vs Pakistan match but what does the technical Isu represent?""""""",1,0,toffee,bn
8151fd34-4371-43be-ab9f-224b086c7f38,jahangir alam,"No, you're not.",5,0,toffee,bn
1a13ee4b-4412-4a1e-88d8-d82d194c8fb1,Point Play,Rafrazfog,4,0,toffee,bn
3ea4f117-b101-4d6b-8c49-1a80bcc18a10,Sajib Howlader,I don't get the episode of the Webseries at the right time as before,5,0,toffee,bn
cb02e16d-4561-47b7-86be-e69b55ee8e03,সময়ের সন্ধান মিডিয়া,Why not upload the video?,5,0,toffee,bn
a79f853b-db7d-4573-94c6-602e7e58abf9,Mahidul official,Joy Bangla Joy Bangabandhu.,5,0,toffee,bn
c4332b6e-69de-4234-a3ac-f026f3dbefbf,Rashed Rabbi,"""""""It is difficult to play with a lot of slowness and ad pain, the biggest difficulty is that there is no package at once of the year.""""""",1,1,toffee,bn
86c3d425-07e7-441f-b8d7-aba0a613af33,borhan uddin,"You know, if you don't talk about YouTube, you'll have to make a lot of noise, so you're going to see the video in a lower MB, because you've got to get a picture bar bar, you know, that's just like youtube's.",4,0,toffee,bn
39d09f44-1b2e-4c8e-8f1c-63a57f29520d,Abu sayeed khan Abu sayeed khan,"""""""What apps is this!! When you lock the app again, load the loaded video again. How does it cost you to get an MB loaded with money? It does not make sense to re-load any loaded videos. It doesn't make any sense to wear MBs?""""""",1,0,toffee,bn
7090e3b3-bb97-4507-818b-b4ab39f35785,Arif Molla,All channels are not available.,1,0,toffee,bn
b13bb4cc-a57b-447f-9405-1be4cbc31ff2,Rifat Hossin,"If you have to buy money, why can't I give you a tap?",1,0,toffee,bn
900df8ac-176e-4566-be1e-673165bdb03f,Nil's Tech and games,"""""""Even after paying the money, it's not a subscription!""""""",1,0,toffee,bn
656abb0f-46dc-48b3-8561-6b8cd161c1ea,MD SADIKUL ISLAM,Notuation stage for Sa vs Us 2020 but lets see what it is doing without showing the game,1,0,toffee,bn
7085f49a-8959-4863-adb6-25c74841c593,Md Khalid bin walid,I have lost my money. I have taken to see the game in Bangladesh.,1,0,toffee,bn
529668cc-a56f-4734-ae43-73a2252d86dd,Noor Khan,Tofi is one of the most popular software in Bangladesh.,5,0,toffee,bn
50055108-1d76-4499-9391-0ddcd5086781,Mdshakil Ahmed,I was disappointed to see why no other country can be installed in except Bangladesh: Neural_face:,1,0,toffee,bn
fb1e0dc2-5cc1-4647-9ebb-6d1916329147,Jannatul Ferdousi,This app doesn't look good. There's a lot of problems to see.,1,0,toffee,bn
ce872b15-b296-49d6-901b-8a476b7d34cc,Rejoyan Babu,"""""""You have to pay, you need an MB again, how much direction will you give?""""""",5,0,toffee,bn
caa33e94-13cc-4152-b53a-7682286adb32,liTon shah,Chudad......Bangladesher match takes money: Renewald_face:,3,0,toffee,bn
b7b3c8cc-e32b-43da-8ca3-cb24faa41ffe,Rosul Mohammed Oman,"We are expatriates, so there is nothing for us to do here we want to introduce it as an international",5,0,toffee,bn
3ba0e964-7965-4b1f-b976-aad289ff92dc,Nazmul Huda,It would have been better if Enter10bangla had been given,3,0,toffee,bn
45ae2e5d-fd85-41c2-9bcc-ca0240d1661b,Mukles Mia,I want to earn money,5,0,toffee,bn
cf22ec75-3245-4aca-abb6-726644c12568,Humayun SumOn,"""""""You cut your logo, cut the live-write font, so the premium look will come, now I'm looking at the punch print with the money.""""""",5,0,toffee,bn
332a1d48-9a6d-4fb0-9f38-cba3e024ba09,Milon Hasan,leg ape,1,0,toffee,bn
2be4a540-e483-4e59-8158-ff07981a3fdb,Md Foysal Foysal,Farhan Ahmed,5,0,toffee,bn
1ac2af2a-51c6-4956-bcd8-6602ccdf9e9f,Md. Zakir Hossain,"""""""Tofi's drama series should also be featured on the Apes' Pasha Pasi website,"""""" he said.""""""",4,0,toffee,bn
f8a3fab7-02c2-4524-9126-8f39b26271c3,MD: IM Hossain,Topi is a manal no-international. people don't have any work to do.,1,0,toffee,bn
baa8a074-3c72-49c5-9c24-8258ad9c6984,Nurul Islam Babu,"""""""I have already downloaded the Chudani's Puwin Tour apps, I have to see foreigners play for free and take money for the country's games.""""""",1,0,toffee,bn
54d7bc08-d327-4357-95c6-12aa1d8dae5f,MD Foysal Ahmad,"I see more Turkish series in the trophies, and I don't see them well.",1,0,toffee,bn
65ba141e-9aab-432e-beb1-6a44cf8e95dd,Arif Islam,"I want money for a lot of money for poor unemployed I need money if you give money to me. If you can get money, I need a lot more money if I want to get the money I need my money. I want a huge amount of money to be paid if you want to contact me. I need Rs. 01717449264, or if you have to send money right now, you need a surprise for money.",5,0,toffee,bn
602aec37-e172-4c42-af63-5f9df7f5b2c6,"Quail Bird's & Hatchery, Patuakhali.","I'm not taking file access, I don't upload the videos.",3,0,toffee,bn
36276b2a-d3e9-47c5-a674-fd106162e590,Masum Khan,One of the worst apps is to show the game but not the profit of the game.,3,0,toffee,bn
946091d6-2c25-4dd9-8c9c-89abb493d9b2,Suvenkar Mondal,The taste,5,0,toffee,bn
12f81a83-c70e-47ef-b2d0-5cee994d0dca,shanto hasan,Bad app,1,0,toffee,bn
0866598f-b9f4-4135-bc65-2f06c2c957a0,MD Emran,"No, you're not.",5,0,toffee,bn
e3e65e2d-5d82-4ab9-b4b2-f33b017dbe38,Raihan hossen,It would have been better if you could buy a premium package using cash,4,0,toffee,bn
90d25a79-1b58-4ca8-abe7-77a48b759ff9,Me Fahim,I want to watch the Turkish series Trophy,3,0,toffee,bn
bc50f3ea-5a51-49ac-b467-46a9e8d32bc7,najmulhasan Nadim,Best TV,5,0,toffee,bn
2cd7c5c5-b162-4cb9-83cd-ae2df94cc5ea,Md Jabeid,"Hi, hi.",5,0,toffee,bn
7e5e5040-2a28-45bf-bd66-f60b6c961f06,Md SHAFIQUL Islam SOJIB,God,5,0,toffee,bn
fb86bbf9-d2a1-4866-b3a9-5f80c8170122,Md Naffe,"""""""I like this app because I like all the Pissi I have made. Now, if you look at it, I'll be able to log down the tap box. I'm very happy to buy it at such a low price.""""""",5,0,toffee,bn
0a718e77-28fd-4d44-8f4b-fb4f18c8f065,Azmayin Yakin,"Very disgusting is a stupid app that is empty after no announcement: face_with_signs_on_mouth: Face_end_marks_no_mwh: and when the video is uploaded 15 - 20 days later uploaded, it is uploaded to the stupid service: #enraged_face: face-with_symbols_don_muh:",1,0,toffee,bn
46c00e2b-e31a-4a1a-81d7-08d27aa7251e,Masti unlimited,"The worst apes in Bangladesh, only Ed and Ed, Falltu",1,0,toffee,bn
386e55e5-0725-4dc2-9e1b-3dad2f92c4e3,nirob mamun,"I have been waiting for 4 months to open the Chennel video up till now, and I am waiting for one video to be produced by ABABIL Bangla.",1,0,toffee,bn
8522f1f4-a3d0-4285-86eb-70882127cab6,Md.Rusath Bhueya,"The Great Seljuk is only in Teonee. Arturogul, Kuruls Usman.",5,0,toffee,bn
898e5692-e1bc-4bad-b766-182473664abe,Punny Video Bangla komiti,toffe App would have been better had the offline download system,1,0,toffee,bn
58b2b72c-9bea-4147-a4cf-a05f905f72de,King Khan,Internet first you go well but go to the toffe video bed,1,0,toffee,bn
5811e328-0a0d-454e-beb5-1e5fcef012ce,md foyej,You can watch all TV channels.,3,0,toffee,bn
2a89fb09-eebb-4477-bd0a-959ed7805f46,lover boy shakib h,"Why Osman and Great Seljuk were removed again,",5,0,toffee,bn
db3929e3-9226-4b45-ad7c-db4e39909b21,md Shahnewas sojib,"You need to update 10 days later, but you don't get any change - :angry_face:",1,0,toffee,bn
7875d4ac-594e-41b3-877d-8c3bfa986645,adnan binahmed,Please don't update this app for so many updates,4,0,toffee,bn
baa805b0-02fc-49df-9f2f-a0f1eb875e82,Mdgolam Rabbane,"Well, you don't have to find links and live on Facebook for it.",3,1,toffee,bn
79637dd6-7a5a-45cd-bbb6-f59061d37133,ATiQuL HuQuE ATiQuE,Please add to the GTV app of GTV (GTV) in Bangladesh.,5,0,toffee,bn
cc05fce3-7368-4ae1-8639-25f3b6ab6022,Auc Shakib,"""""""It's a lot of ape, when you don't get what you want.""""""",1,0,toffee,bn
4449445b-7de9-44f5-93bd-4f04226168a2,Shamim Khan,"""""""Let the Jalsha Movies Channel be available for all without any money.""""""",2,0,toffee,bn
1c1c707f-6bb6-45d5-882e-0d4880489d83,Mohammad Latifull,"There's a problem in this App, so there's no noise.",1,0,toffee,bn
790f8733-2289-401f-b1f0-d398c8dbc2ec,Md Forid,I am really grateful to you for getting this app,5,0,toffee,bn
3f39ed63-a195-486b-9767-ddd15d6a82c4,sukanta mallick,"""""""A good time is a play, although outside the home, it is fairly common.""""""",4,0,toffee,bn
8a6f0ae3-3d05-4e99-bc5b-8c0b3e328351,Amir Hamja,There is still a 50mmp line buffering: face_with_icon_on_mouth: face-and-sign_marks_muh: 50mps line.,1,0,toffee,bn
4a4931f5-8446-4a78-a235-6dd022fbbb1d,Ibrahim Khalil,"I'm just downloading to see the Dirilis Artigul and nothing,",5,0,toffee,bn
56dcdd28-472b-485b-aaea-6a460f7975dd,Nasim Reza,Good App. Faster than ever before. Thank you to the Tofi App Authority for making progress.,5,0,toffee,bn
cd16fda5-3f99-47f6-adfa-b1177f97cb51,MD Sabuj Mia Barishal,"You take a lot of time for video apps, which bothers us.",5,0,toffee,bn
af720838-1232-4670-8b41-e262724f4f14,Asim Chandra Das,"This app has a lot of advertisements, but it is annoying if the channel is changed or the ad is still running.",3,0,toffee,bn
bb1050b7-5b07-475f-a5ab-3a8de71eb969,Junaid Bin Ekram,"The foreign series is not well arranged, and the episodes are not easy to find.",3,0,toffee,bn
08d78d1a-5399-42cb-9040-371186ba458c,Md Shamim,Thank you for showing up for the Saudi league,5,0,toffee,bn
17b977b8-64bb-43ce-9a1e-9af4c45b03a3,Md Asif islam,Imongongongungungshwag.'s:6G,2,0,toffee,bn
71fa0cb5-df0e-405e-889b-5f16d0f45334,MD Nur Nobi,Did you make the 50 MBps line?,1,0,toffee,bn
ba1ae208-b461-4628-9954-5f4f81989e7a,Kanon Ks,"""""""It's good in every way, but it's a lot of fun,"""" he said.""",5,0,toffee,bn
ac4552ff-769e-4969-95bf-792922613ad7,Md Tufazzal Hossain,"It's a stupid app, but there's no net on this app.",1,0,toffee,bn
9a691a74-123f-4837-82e4-e5fccb15c9e5,ibrahim kholil,"If you have download options, you'd be benefitted from the next update",2,0,toffee,bn
e59b5ed2-4047-4865-ad6a-02bfa00f71bd,Rabbi Ar rifai,Very bad Osman Season 1/2,1,0,toffee,bn
cf6976be-d1e9-49be-b0fb-ca99f9c8e4c3,MD.Shahrear Hossain Sakib,Why is Kurlus Osman not uploading any more episodes?,2,0,toffee,bn
b2429e59-0da8-41ed-a69b-c4cbef19851c,MD TAMIM IQBAL,It would have been better if you were allowed to use it from outside the country,5,0,toffee,bn
3bab3e72-87a2-4db7-92e6-b620fe75eb41,AL Amin,It would have been better if Tsport channel was there,5,0,toffee,bn
0c64e07b-67f9-42f9-baad-2643e76284f6,RCMC RAB-9,"""If """"2X-to-5"""" 514 overs""",1,0,toffee,bn
3d1e2835-672e-41ce-a46d-fb3ddf8842ff,Iftekher Ahmed,"""""""If the internet costs more than two and a half times the cost of YouTube, no one will use Tofi.""""""",1,0,toffee,bn
988133c4-ae5d-4c18-9bea-fd5ae673b54c,Majadul Majadul,"Goad, swag.",1,0,toffee,bn
9ee42377-0726-4019-8729-ef6385bb08c4,Mohammad Ali,Afghanistan vs Pakistan series begins today.,5,0,toffee,bn
9f9feb44-cfd8-4fd0-9240-aa54d2c15b65,Imran Sheikh,"%'%%\\', vv\t', :\ksing_face_with_closed_ys: '"", dd,, :",5,0,toffee,bn
a9c33f33-4c62-4ce3-9f34-c5b54c41809d,Yasin Khan,"I can watch the free game, so I can see what the Asia Cup is for:cricket_game:",1,0,toffee,bn
ef07b3ad-d4e9-47ed-945f-f3365947738e,Alizar Islam,"When the video is released, it is too late to take a video.",1,0,toffee,bn
2a336510-db1d-4ce9-bedb-412f548323ae,HM Faruque,"All channels are running through the Toffy app. Thank you, Tofi family..",5,0,toffee,bn
